file,component,category,pattern,line,evidence
RealtimeEffectPanel.cpp,Other,callbacks_events,\bBind\(,527,"changeButton->Bind(wxEVT_BUTTON, &RealtimeEffectControl::OnChangeButtonClicked, this);"
RealtimeEffectPanel.cpp,Other,callbacks_events,\bBind\(,813,"addEffect->Bind(wxEVT_BUTTON, &RealtimeEffectListWindow::OnAddEffectClicked, this);"
RealtimeEffectPanel.cpp,Other,callbacks_events,\bBind\(,827,"Bind(EVT_MOVABLE_CONTROL_DRAG_STARTED, [dropHintLine](const MovableControlEvent& event)"
RealtimeEffectPanel.cpp,Other,callbacks_events,\bBind\(,833,"Bind(EVT_MOVABLE_CONTROL_DRAG_POSITION, [this, dropHintLine](const MovableControlEvent& event)"
RealtimeEffectPanel.cpp,Other,callbacks_events,\bBind\(,864,"Bind(EVT_MOVABLE_CONTROL_DRAG_FINISHED, [this, dropHintLine](const MovableControlEvent& event)"
RealtimeEffectPanel.cpp,Other,callbacks_events,\bBind\(,1189,"Bind(wxEVT_CHAR_HOOK, &RealtimeEffectPanel::OnCharHook, this);"
RealtimeEffectPanel.cpp,Other,callbacks_events,\bBind\(,1307,"Bind(wxEVT_CLOSE_WINDOW, [this](wxCloseEvent&) {"
RealtimeEffectPanel.cpp,Other,callbacks_events,\bBind\(,1416,"toggleEffects->Bind(wxEVT_BUTTON, [this](wxCommandEvent&) {"
RealtimeEffectPanel.cpp,Other,callbacks_events,\bBind\(,1449,"close->Bind(wxEVT_BUTTON, [this](wxCommandEvent&) { Close(); });"
RealtimeEffectPanel.cpp,Other,callbacks_events,\bBind\(,1473,addEffectTutorialLink->Bind(
RealtimeEffectPanel.cpp,Other,callbacks_events,\bBind\(,1482,"footer->Bind(wxEVT_SIZE, [=](wxSizeEvent& event)"
RealtimeEffectPanel.cpp,Other,callbacks_events,\bBind\(,1521,"Bind(wxEVT_LEFT_DOWN, &SashLine::OnMouseDown, this);"
RealtimeEffectPanel.cpp,Other,callbacks_events,\bBind\(,1522,"Bind(wxEVT_LEFT_UP, &SashLine::OnMouseUp, this);"
RealtimeEffectPanel.cpp,Other,callbacks_events,\bBind\(,1523,"Bind(wxEVT_MOTION, &SashLine::OnMove, this);"
RealtimeEffectPanel.cpp,Other,callbacks_events,\bBind\(,1524,"Bind(wxEVT_MOUSE_CAPTURE_LOST, &SashLine::OnMouseCaptureLost, this);"
RealtimeEffectPanel.cpp,Other,callbacks_events,\bBind\(,1525,"Bind(wxEVT_PAINT, &SashLine::OnPaint, this);"
RealtimeEffectPanel.cpp,Other,callbacks_events,\bBind\(,1615,"toggleEffects->Bind(wxEVT_BUTTON, [this](wxCommandEvent&) {"
RealtimeEffectPanel.cpp,Other,callbacks_events,\bEVT_,827,"Bind(EVT_MOVABLE_CONTROL_DRAG_STARTED, [dropHintLine](const MovableControlEvent& event)"
RealtimeEffectPanel.cpp,Other,callbacks_events,\bEVT_,833,"Bind(EVT_MOVABLE_CONTROL_DRAG_POSITION, [this, dropHintLine](const MovableControlEvent& event)"
RealtimeEffectPanel.cpp,Other,callbacks_events,\bEVT_,864,"Bind(EVT_MOVABLE_CONTROL_DRAG_FINISHED, [this, dropHintLine](const MovableControlEvent& event)"
RealtimeEffectPanel.cpp,Other,audio_stream_control,\bAudioIO\b,27,"#include ""AudioIO.h"""
RealtimeEffectPanel.cpp,Other,audio_stream_control,\bAudioIO\b,592,//After AudioIO::RemoveState call this will be destroyed
RealtimeEffectPanel.cpp,Other,audio_stream_control,\bAudioIO\b,595,"AudioIO::Get()->RemoveState(*mProject, mDelegate->GetChannelGroup(), std::move(mEffectState));"
RealtimeEffectPanel.cpp,Other,audio_stream_control,\bAudioIO\b,659,if (auto state = AudioIO::Get()
RealtimeEffectPanel.cpp,Other,audio_stream_control,\bAudioIO\b,1080,"if (const auto state = AudioIO::Get()->AddState(*mProject, mDelegate->GetChannelGroup(), *effectId)) {"
ScrubState.cpp,Other,synchronization,\bstd::atomic\b,273,std::atomic<bool> mStopped { false };
ScrubState.cpp,Other,audio_stream_control,\bAudioIO\b,7,Paul Licameli split from AudioIO.cpp
ScrubState.cpp,Other,audio_stream_control,\bAudioIO\b,12,"#include ""AudioIO.h"""
ScrubState.cpp,Other,audio_stream_control,\bAudioIO\b,45,// Called by the thread that calls AudioIO::SequenceBufferExchange
ScrubState.cpp,Other,audio_stream_control,\bAudioIO\b,367,auto gAudioIO = AudioIO::Get();
ScrubState.cpp,Other,audio_stream_control,\bAudioIO\b,420,auto gAudioIO = AudioIO::Get();
ScrubState.cpp,Other,state_transitions,\bStop\b,108,void Stop()
ScrubState.cpp,Other,state_transitions,\bStop\b,310,ScrubQueue::Instance.Stop();
ScrubState.cpp,Other,state_transitions,\bStop\b,426,// Stop even if we don't fill up available
ScrubState.cpp,Other,state_transitions,\bStop\b,469,queue.Stop();
ScrubState.h,Other,audio_stream_control,\bAudioIO\b,7,Paul Licameli split from AudioIO.cpp
SelectUtilities.cpp,Other,audio_stream_control,\bAudioIO\b,16,"#include ""AudioIO.h"""
SelectUtilities.cpp,Other,audio_stream_control,\bAudioIO\b,280,auto gAudioIO = AudioIO::Get();
SoundActivatedRecord.cpp,Other,callbacks_events,\bEVT_,28,"EVT_BUTTON(wxID_OK, SoundActivatedRecordDialog::OnOK)"
SoundActivatedRecord.cpp,Other,audio_stream_control,\bAudioIO\b,57,"{ wxT(""/AudioIO/SilenceLevel""), -50 },"
SoundActivatedRecord.cpp,Other,state_transitions,\bFlush\b,71,gPrefs->Flush();
SpectralDataDialog.cpp,Other,callbacks_events,\bCallAfter\b,399,wxTheApp->CallAfter([&]{
SpectralDataDialog.cpp,Other,callbacks_events,\bCallAfter\b,406,wxTheApp->CallAfter([&]{
SpectralDataDialog.cpp,Other,callbacks_events,\bCallAfter\b,412,wxTheApp->CallAfter([&]{ projectSettings.SetTool(oldValue); });
SpectralDataDialog.cpp,Other,callbacks_events,\bBind\(,374,"wxTheApp->Bind(wxEVT_IDLE, &SpectralDataDialogWorker::OnIdle, this);"
SpectralDataDialog.cpp,Other,callbacks_events,\bEVT_,147,"EVT_TOGGLEBUTTON(ID_BRUSH_BUTTON, SpectralDataDialog::OnBrushButton)"
SpectralDataDialog.cpp,Other,callbacks_events,\bEVT_,149,"EVT_CHECKBOX(ID_CHECKBOX_SMART, SpectralDataDialog::OnCheckSmartSelection)"
SpectralDataDialog.cpp,Other,callbacks_events,\bEVT_,151,"EVT_CHECKBOX(ID_CHECKBOX_OVERTONES, SpectralDataDialog::OnCheckOvertones)"
SpectralDataDialog.cpp,Other,callbacks_events,\bEVT_,152,EVT_CLOSE(SpectralDataDialog::OnCloseWindow)
SpectralDataDialog.cpp,Other,callbacks_events,\bEVT_,153,"EVT_SLIDER(ID_SLIDER_BRUSH_SIZE, SpectralDataDialog::OnBrushSizeSlider)"
SpectralDataDialog.cpp,Other,audio_stream_control,\bAudioIO\b,41,"#include ""AudioIO.h"""
SpectralDataDialog.cpp,Other,audio_stream_control,\bAudioIO\b,171,mAudioIOSubscription = AudioIO::Get()
TagsEditor.cpp,Other,callbacks_events,\bEVT_,85,// Since this is now happening in the EVT_CHAR event EmulateKeyPress is no
TagsEditor.cpp,Other,callbacks_events,\bEVT_,195,EVT_GRID_CELL_CHANGED(TagsEditorDialog::OnChange)
TagsEditor.cpp,Other,callbacks_events,\bEVT_,196,"EVT_BUTTON(PrevID, TagsEditorDialog::OnPrev)"
TagsEditor.cpp,Other,callbacks_events,\bEVT_,197,"EVT_BUTTON(NextID, TagsEditorDialog::OnNext)"
TagsEditor.cpp,Other,callbacks_events,\bEVT_,198,"EVT_BUTTON(EditID, TagsEditorDialog::OnEdit)"
TagsEditor.cpp,Other,callbacks_events,\bEVT_,199,"EVT_BUTTON(ResetID, TagsEditorDialog::OnReset)"
TagsEditor.cpp,Other,callbacks_events,\bEVT_,200,"EVT_BUTTON(ClearID, TagsEditorDialog::OnClear)"
TagsEditor.cpp,Other,callbacks_events,\bEVT_,201,"EVT_BUTTON(LoadID, TagsEditorDialog::OnLoad)"
TagsEditor.cpp,Other,callbacks_events,\bEVT_,202,"EVT_BUTTON(SaveID, TagsEditorDialog::OnSave)"
TagsEditor.cpp,Other,callbacks_events,\bEVT_,203,"EVT_BUTTON(SaveDefaultsID, TagsEditorDialog::OnSaveDefaults)"
TagsEditor.cpp,Other,callbacks_events,\bEVT_,204,"EVT_BUTTON(AddID, TagsEditorDialog::OnAdd)"
TagsEditor.cpp,Other,callbacks_events,\bEVT_,205,"EVT_BUTTON(RemoveID, TagsEditorDialog::OnRemove)"
TagsEditor.cpp,Other,callbacks_events,\bEVT_,206,"EVT_BUTTON(wxID_HELP, TagsEditorDialog::OnHelp)"
TagsEditor.cpp,Other,callbacks_events,\bEVT_,207,"EVT_BUTTON(wxID_CANCEL, TagsEditorDialog::OnCancel)"
TagsEditor.cpp,Other,callbacks_events,\bEVT_,208,"EVT_BUTTON(wxID_OK, TagsEditorDialog::OnOk)"
TagsEditor.cpp,Other,callbacks_events,\bEVT_,209,EVT_KEY_DOWN(TagsEditorDialog::OnKeyDown)
TagsEditor.cpp,Other,state_transitions,\bCommit\b,777,writer.Commit();
TagsEditor.cpp,Other,state_transitions,\bCommit\b,1012,// Commit the change to project state only now.
TagsEditor.cpp,Other,state_transitions,\bFlush\b,810,gPrefs->Flush();
TagsEditor.cpp,Other,state_transitions,\bFlush\b,872,gPrefs->Flush();
TimeDialog.cpp,Other,callbacks_events,\bEVT_,25,"EVT_COMMAND(wxID_ANY, EVT_TIMETEXTCTRL_UPDATED, TimeDialog::OnUpdate)"
TimeDialog.cpp,Other,callbacks_events,\bEVT_,25,"EVT_COMMAND(wxID_ANY, EVT_TIMETEXTCTRL_UPDATED, TimeDialog::OnUpdate)"
TimeDisplayMode.h,Other,callbacks_events,\bcallback\b,32,Observer::Subscription Subscribe(Callback callback)
TimeDisplayMode.h,Other,callbacks_events,\bcallback\b,35,std::move(callback));
TimeDisplayMode.h,Other,callbacks_events,\bCallback\b,31,template<typename Callback>
TimeDisplayMode.h,Other,callbacks_events,\bCallback\b,32,Observer::Subscription Subscribe(Callback callback)
TimerRecordDialog.cpp,Other,blocking_or_waiting,\bsleep_for\b,586,std::this_thread::sleep_for(kTimerInterval);
TimerRecordDialog.cpp,Other,blocking_or_waiting,\bsleep_for\b,1110,std::this_thread::sleep_for(kTimerInterval);
TimerRecordDialog.cpp,Other,blocking_or_waiting,\bsleep_for\b,1160,std::this_thread::sleep_for(kTimerInterval);
TimerRecordDialog.cpp,Other,callbacks_events,\bCallAfter\b,1291,wxTheApp->CallAfter([]{
TimerRecordDialog.cpp,Other,callbacks_events,\bBind\(,383,exportDialog.Bind(
TimerRecordDialog.cpp,Other,callbacks_events,\bEVT_,146,"EVT_DATE_CHANGED(ID_DATEPICKER_START, TimerRecordDialog::OnDatePicker_Start)"
TimerRecordDialog.cpp,Other,callbacks_events,\bEVT_,147,"EVT_TEXT(ID_TIMETEXT_START, TimerRecordDialog::OnTimeText_Start)"
TimerRecordDialog.cpp,Other,callbacks_events,\bEVT_,149,"EVT_DATE_CHANGED(ID_DATEPICKER_END, TimerRecordDialog::OnDatePicker_End)"
TimerRecordDialog.cpp,Other,callbacks_events,\bEVT_,150,"EVT_TEXT(ID_TIMETEXT_END, TimerRecordDialog::OnTimeText_End)"
TimerRecordDialog.cpp,Other,callbacks_events,\bEVT_,152,"EVT_TEXT(ID_TIMETEXT_DURATION, TimerRecordDialog::OnTimeText_Duration)"
TimerRecordDialog.cpp,Other,callbacks_events,\bEVT_,154,"EVT_BUTTON(wxID_OK, TimerRecordDialog::OnOK)"
TimerRecordDialog.cpp,Other,callbacks_events,\bEVT_,155,"EVT_BUTTON(wxID_HELP, TimerRecordDialog::OnHelpButtonClick)"
TimerRecordDialog.cpp,Other,callbacks_events,\bEVT_,157,"EVT_TIMER(TIMER_ID, TimerRecordDialog::OnTimer)"
TimerRecordDialog.cpp,Other,callbacks_events,\bEVT_,159,"EVT_BUTTON(ID_AUTOSAVEPATH_BUTTON, TimerRecordDialog::OnAutoSavePathButton_Click)"
TimerRecordDialog.cpp,Other,callbacks_events,\bEVT_,160,"EVT_BUTTON(ID_AUTOEXPORTPATH_BUTTON, TimerRecordDialog::OnAutoExportPathButton_Click)"
TimerRecordDialog.cpp,Other,callbacks_events,\bEVT_,162,"EVT_CHECKBOX(ID_AUTOSAVE_CHECKBOX, TimerRecordDialog::OnAutoSaveCheckBox_Change)"
TimerRecordDialog.cpp,Other,callbacks_events,\bEVT_,163,"EVT_CHECKBOX(ID_AUTOEXPORT_CHECKBOX, TimerRecordDialog::OnAutoExportCheckBox_Change)"
TimerRecordDialog.cpp,Other,audio_stream_control,\bAudioIO\b,41,"#include ""AudioIO.h"""
TimerRecordDialog.cpp,Other,audio_stream_control,\bAudioIO\b,529,const auto gAudioIO = AudioIO::Get();
TimerRecordDialog.cpp,Other,state_transitions,\bStart\b,227,m_timer.Start(kSlowTimerInterval);
TimerRecordDialog.cpp,Other,state_transitions,\bStart\b,239,this->UpdateEnd(); // Keep Duration constant and update End for changed Start.
TimerRecordDialog.cpp,Other,state_transitions,\bStart\b,259,"// Always update End for changed Start, keeping Duration constant."
TimerRecordDialog.cpp,Other,state_transitions,\bStart\b,296,"// DatePickerCtrls use SetRange to make sure End is never less than Start, but"
TimerRecordDialog.cpp,Other,state_transitions,\bStart\b,304,this->UpdateDuration(); // Keep Start constant and update Duration for changed End.
TimerRecordDialog.cpp,Other,state_transitions,\bStart\b,335,this->UpdateEnd(); // Keep Start constant and update End for changed Duration.
TimerRecordDialog.cpp,Other,state_transitions,\bStart\b,837,"S.StartStatic(XO(""Start Date and Time""), true);"
TimerRecordDialog.cpp,Other,state_transitions,\bStart\b,848,"S.Name(XO(""Start Date""))"
TimerRecordDialog.cpp,Other,state_transitions,\bStart\b,858,"S.Name(XO(""Start Time""))"
TimerRecordDialog.cpp,Other,state_transitions,\bStart\b,1068,// MY: The Waiting For Start dialog now shows what actions will occur after recording has completed
TimerRecordDialog.cpp,Other,state_transitions,\bStart\b,1097,"XO(""Audacity Timer Record - Waiting for Start""),"
TimerRecordDialog.cpp,Other,state_transitions,\bStop\b,484,m_timer.Stop(); // Don't need to keep updating m_DateTime_Start to prevent backdating.
TimerRecordDialog.cpp,Other,state_transitions,\bStop\b,594,ProjectAudioManager::Get(mProject).Stop();
TimerRecordDialog.cpp,Other,state_transitions,\bFlush\b,489,gPrefs->Flush();
TimerRecordExportDialog.cpp,Other,callbacks_events,\bBind\(,27,"void TimerRecordExportDialog::Bind(wxFileName& filename,"
TimerRecordExportDialog.cpp,Other,callbacks_events,\bEVT_,11,"EVT_BUTTON(wxID_OK, TimerRecordExportDialog::OnOK)"
TimerRecordExportDialog.cpp,Other,callbacks_events,\bEVT_,12,"EVT_BUTTON(EditMetadataID, TimerRecordExportDialog::OnEditMetadata)"
TimerRecordExportDialog.cpp,Other,callbacks_events,\bEVT_,13,"EVT_COMMAND(ExportFilePanelID, AUDACITY_EXPORT_FORMAT_CHANGE_EVENT, TimerRecordExportDialog::OnFormatChanged)"
TimerRecordExportDialog.h,Other,callbacks_events,\bBind\(,20,"void Bind(wxFileName& filename, wxString& format, int& sampleRate, int& channels, ExportProcessor::Parameters& paramters);"
TrackPanel.cpp,Other,blocking_or_waiting,\bJoin\(,640,"status.Join(XO(""(Esc to cancel)""), "" "");"
TrackPanel.cpp,Other,callbacks_events,\bCallAfter\b,746,"this->CallAfter([this, event]{"
TrackPanel.cpp,Other,callbacks_events,\bCallAfter\b,819,CallAfter([this]{
TrackPanel.cpp,Other,callbacks_events,\bCallAfter\b,832,CallAfter([this]{ CellularPanel::HandleCursorForPresentMouseState(); });
TrackPanel.cpp,Other,callbacks_events,\bBind\(,301,"ProjectWindow::Get(*GetProject()).Bind(wxEVT_IDLE,"
TrackPanel.cpp,Other,callbacks_events,\bEVT_,175,EVT_MOUSE_EVENTS(TrackPanel::OnMouseEvent)
TrackPanel.cpp,Other,callbacks_events,\bEVT_,176,EVT_KEY_DOWN(TrackPanel::OnKeyDown)
TrackPanel.cpp,Other,callbacks_events,\bEVT_,178,EVT_PAINT(TrackPanel::OnPaint)
TrackPanel.cpp,Other,callbacks_events,\bEVT_,180,"EVT_TIMER(wxID_ANY, TrackPanel::OnTimer)"
TrackPanel.cpp,Other,callbacks_events,\bEVT_,182,EVT_SIZE(TrackPanel::OnSize)
TrackPanel.cpp,Other,audio_stream_control,\bAudioIO\b,74,"#include ""AudioIO.h"""
TrackPanel.cpp,Other,audio_stream_control,\bAudioIO\b,331,"=AudioIO::Get()->Subscribe(*this, &TrackPanel::OnAudioIO);"
TrackPanel.cpp,Other,audio_stream_control,\bAudioIO\b,422,auto gAudioIO = AudioIO::Get();
TrackPanel.cpp,Other,state_transitions,\bStart\b,400,"mTimer.Start(std::chrono::milliseconds { kTimerInterval }.count(), FALSE);"
TrackPanel.cpp,Other,state_transitions,\bStart\b,741,"mTimer.Start(std::chrono::milliseconds { kTimerInterval }.count(), FALSE);"
TrackPanel.cpp,Other,state_transitions,\bStop\b,352,mTimer.Stop();
TrackPanel.cpp,Other,state_transitions,\bStop\b,429,projectAudioManager.Stop(!gAudioIO->IsStreamActive());
TrackPanel.cpp,Other,state_transitions,\bStop\b,740,mTimer.Stop();
TrackPanel.h,Other,callbacks_events,\bQueueEvent\b,197,// QueueEvent() will take ownership of the event
TrackPanel.h,Other,callbacks_events,\bQueueEvent\b,198,parent->GetEventHandler()->QueueEvent(safenew wxTimerEvent(*this));
TransportUtilities.cpp,Other,blocking_or_waiting,\bsleep_for\b,61,std::this_thread::sleep_for(100ms);
TransportUtilities.cpp,Other,blocking_or_waiting,\bsleep_for\b,103,std::this_thread::sleep_for(100ms);
TransportUtilities.cpp,Other,blocking_or_waiting,\bsleep_for\b,143,std::this_thread::sleep_for(100ms);
TransportUtilities.cpp,Other,audio_stream_control,\bAudioIO\b,15,"#include ""AudioIO.h"""
TransportUtilities.cpp,Other,audio_stream_control,\bAudioIO\b,48,auto gAudioIO = AudioIO::Get();
TransportUtilities.cpp,Other,audio_stream_control,\bAudioIO\b,90,auto gAudioIO = AudioIO::Get();
TransportUtilities.cpp,Other,audio_stream_control,\bAudioIO\b,130,auto gAudioIO = AudioIO::Get();
TransportUtilities.cpp,Other,state_transitions,\bStop\b,53,projectAudioManager.Stop();
TransportUtilities.cpp,Other,state_transitions,\bStop\b,65,projectAudioManager.Stop();
TransportUtilities.cpp,Other,state_transitions,\bStop\b,95,projectAudioManager.Stop();
TransportUtilities.cpp,Other,state_transitions,\bStop\b,107,projectAudioManager.Stop();
TransportUtilities.cpp,Other,state_transitions,\bStop\b,135,projectAudioManager.Stop();
TransportUtilities.cpp,Other,state_transitions,\bStop\b,147,projectAudioManager.Stop();
TransportUtilities.cpp,Other,state_transitions,\bStop\b,165,projectAudioManager.Stop();
TransportUtilities.cpp,Other,state_transitions,\bStop\b,188,otherProjectAudioManager.Stop();
WhatsNewDialog.cpp,Other,callbacks_events,\bEVT_,156,"EVT_BUTTON(wxID_OK, WhatsNewDialog::OnOK)"
WhatsNewDialog.cpp,Other,state_transitions,\bFlush\b,279,gPrefs->Flush();
commands/AppCommandEvent.h,Other,callbacks_events,\bEVT_,51,"#define EVT_APP_COMMAND(winid, fn) DECLARE_EVENT_TABLE_ENTRY(wxEVT_APP_COMMAND_RECEIVED, winid, wxID_ANY, wxAppCommandEventHandler(fn), \"
commands/AudacityCommand.cpp,Other,callbacks_events,\bEVT_,232,"EVT_BUTTON(wxID_OK, AudacityCommandDialog::OnOk)"
commands/AudacityCommand.cpp,Other,callbacks_events,\bEVT_,233,"EVT_BUTTON(wxID_HELP, AudacityCommandDialog::OnHelp)"
commands/AudacityCommand.cpp,Other,callbacks_events,\bEVT_,234,"EVT_BUTTON(wxID_CANCEL, AudacityCommandDialog::OnCancel)"
commands/CommandDispatch.cpp,Other,state_transitions,\bStop\b,72,ProjectAudioManager::Get(project).Stop();
commands/DragCommand.cpp,Other,callbacks_events,\bProcessEvent\b,133,pWin->GetEventHandler()->ProcessEvent(Evt);
commands/DragCommand.cpp,Other,callbacks_events,\bProcessEvent\b,134,pWin->GetEventHandler()->ProcessEvent(Evt);
commands/DragCommand.cpp,Other,callbacks_events,\bProcessEvent\b,141,pWin->GetEventHandler()->ProcessEvent(Evt2);
commands/DragCommand.cpp,Other,callbacks_events,\bProcessEvent\b,148,pWin->GetEventHandler()->ProcessEvent(Evt3);
commands/DragCommand.cpp,Other,callbacks_events,\bProcessEvent\b,149,pWin->GetEventHandler()->ProcessEvent(Evt3);
commands/DragCommand.cpp,Other,callbacks_events,\bProcessEvent\b,154,pWin->GetEventHandler()->ProcessEvent(Evt4);
commands/GetInfoCommand.cpp,Other,audio_stream_control,\bAudioIO\b,48,"#include ""AudioIO.h"""
commands/GetInfoCommand.cpp,Other,state_transitions,\bStart\b,620,"context.AddItem(selectedRegion.t0(), ""Start""); // Send selection start position"
commands/LoadCommands.cpp,Other,callbacks_events,\bcallback\b,171,const RegistrationCallback& callback)
commands/LoadCommands.cpp,Other,callbacks_events,\bcallback\b,177,if (callback) {
commands/LoadCommands.cpp,Other,callbacks_events,\bcallback\b,178,"callback(this, Command.get());"
commands/LoadCommands.h,Other,callbacks_events,\bcallback\b,69,"const PluginPath& path, TranslatableString& errMsg, const RegistrationCallback& callback)"
commands/OpenSaveCommands.cpp,Other,state_transitions,\bCommit\b,80,chooser.Commit();
commands/PreferenceCommands.cpp,Other,state_transitions,\bFlush\b,109,"bool bOK = gPrefs->Write(mName, mValue) && gPrefs->Flush();"
commands/ResponseQueue.cpp,Other,blocking_or_waiting,\bWait\(,40,mCondition.Wait();
commands/ScriptCommandRelay.cpp,Other,threading,\bstd::thread\b,87,"std::thread(server, scriptFn).detach();"
commands/SelectCommand.cpp,Other,state_transitions,\bStart\b,63,"{ wxT(""ProjectStart""), XO(""Project Start"") },"
commands/SelectCommand.cpp,Other,state_transitions,\bStart\b,66,"{ wxT(""SelectionStart""), XO(""Selection Start"") },"
commands/SelectCommand.cpp,Other,state_transitions,\bStart\b,76,"S.OptionalY(bHasT0).Define(mT0, wxT(""Start""), 0.0, -100.0, (double)FLT_MAX);"
commands/SelectCommand.cpp,Other,state_transitions,\bStart\b,95,"S.Optional(bHasT0).TieTextBox(XXO(""Start Time:""), mT0);"
commands/SetClipCommand.cpp,Other,state_transitions,\bStart\b,66,"S.OptionalN(bHasT0).Define(mT0,             wxT(""Start""),      0.0, -5.0, 1000000.0);"
commands/SetClipCommand.cpp,Other,state_transitions,\bStart\b,85,"S.Optional(bHasT0).TieNumericTextBox(XXO(""Start:""),         mT0);"
commands/SetClipCommand.cpp,Other,state_transitions,\bStart\b,102,|| (interval->Start() <= mContainsTime
commands/SetLabelCommand.cpp,Other,state_transitions,\bStart\b,50,"S.OptionalY(bHasT0).Define(mT0,          wxT(""Start""),      0.0, 0.0, 100000.0);"
commands/SetLabelCommand.cpp,Other,state_transitions,\bStart\b,74,"S.Optional(bHasT0).TieNumericTextBox(XXO(""Start:""),    mT0);"
commands/wxCommandTargets.cpp,Other,callbacks_events,\bEVT_,71,"EVT_BUTTON(wxID_OK, LongMessageDialog::OnOk)"
commands/wxCommandTargets.cpp,Other,state_transitions,\bFlush\b,55,static void Flush();
commands/wxCommandTargets.cpp,Other,state_transitions,\bFlush\b,138,void LongMessageDialog::Flush()
commands/wxCommandTargets.cpp,Other,state_transitions,\bFlush\b,156,virtual ~MessageDialogTarget() { Flush(); }
commands/wxCommandTargets.cpp,Other,state_transitions,\bFlush\b,162,void Flush() override
commands/wxCommandTargets.cpp,Other,state_transitions,\bFlush\b,164,LongMessageDialog::Flush();
effects/Amplify.cpp,Effects,callbacks_events,\bEVT_,56,"EVT_SLIDER(ID_Amp, EffectAmplify::OnAmpSlider)"
effects/Amplify.cpp,Effects,callbacks_events,\bEVT_,57,"EVT_TEXT(ID_Amp, EffectAmplify::OnAmpText)"
effects/Amplify.cpp,Effects,callbacks_events,\bEVT_,58,"EVT_TEXT(ID_Peak, EffectAmplify::OnPeakText)"
effects/Amplify.cpp,Effects,callbacks_events,\bEVT_,59,"EVT_CHECKBOX(ID_Clip, EffectAmplify::OnClipCheckBox)"
effects/AutoDuck.cpp,Effects,callbacks_events,\bEVT_,33,"EVT_TEXT(wxID_ANY, EffectAutoDuck::OnValueChanged)"
effects/AutoDuck.cpp,Effects,callbacks_events,\bEVT_,172,EVT_PAINT(EffectAutoDuck::Panel::OnPaint)
effects/AutoDuck.cpp,Effects,callbacks_events,\bEVT_,173,EVT_MOUSE_CAPTURE_CHANGED(EffectAutoDuck::Panel::OnMouseCaptureChanged)
effects/AutoDuck.cpp,Effects,callbacks_events,\bEVT_,174,EVT_MOUSE_CAPTURE_LOST(EffectAutoDuck::Panel::OnMouseCaptureLost)
effects/AutoDuck.cpp,Effects,callbacks_events,\bEVT_,175,EVT_LEFT_DOWN(EffectAutoDuck::Panel::OnLeftDown)
effects/AutoDuck.cpp,Effects,callbacks_events,\bEVT_,176,EVT_LEFT_UP(EffectAutoDuck::Panel::OnLeftUp)
effects/AutoDuck.cpp,Effects,callbacks_events,\bEVT_,177,EVT_MOTION(EffectAutoDuck::Panel::OnMotion)
effects/ChangePitch.cpp,Effects,callbacks_events,\bEVT_,59,"EVT_CHOICE(ID_FromPitch, EffectChangePitch::OnChoice_FromPitch)"
effects/ChangePitch.cpp,Effects,callbacks_events,\bEVT_,60,"EVT_TEXT(ID_FromOctave, EffectChangePitch::OnSpin_FromOctave)"
effects/ChangePitch.cpp,Effects,callbacks_events,\bEVT_,61,"EVT_CHOICE(ID_ToPitch, EffectChangePitch::OnChoice_ToPitch)"
effects/ChangePitch.cpp,Effects,callbacks_events,\bEVT_,62,"EVT_TEXT(ID_ToOctave, EffectChangePitch::OnSpin_ToOctave)"
effects/ChangePitch.cpp,Effects,callbacks_events,\bEVT_,64,"EVT_TEXT(ID_SemitonesChange, EffectChangePitch::OnText_SemitonesChange)"
effects/ChangePitch.cpp,Effects,callbacks_events,\bEVT_,66,"EVT_TEXT(ID_FromFrequency, EffectChangePitch::OnText_FromFrequency)"
effects/ChangePitch.cpp,Effects,callbacks_events,\bEVT_,67,"EVT_TEXT(ID_ToFrequency, EffectChangePitch::OnText_ToFrequency)"
effects/ChangePitch.cpp,Effects,callbacks_events,\bEVT_,69,"EVT_TEXT(ID_PercentChange, EffectChangePitch::OnText_PercentChange)"
effects/ChangePitch.cpp,Effects,callbacks_events,\bEVT_,70,"EVT_SLIDER(ID_PercentChange, EffectChangePitch::OnSlider_PercentChange)"
effects/ChangePitch.cpp,Effects,state_transitions,\bStart\b,92,"XO(""Estimated Start Pitch: %s%d (%.3f Hz)"")"
effects/ChangeSpeed.cpp,Effects,callbacks_events,\bEVT_,56,"EVT_TEXT(ID_PercentChange, EffectChangeSpeed::OnText_PercentChange)"
effects/ChangeSpeed.cpp,Effects,callbacks_events,\bEVT_,57,"EVT_TEXT(ID_Multiplier, EffectChangeSpeed::OnText_Multiplier)"
effects/ChangeSpeed.cpp,Effects,callbacks_events,\bEVT_,58,"EVT_SLIDER(ID_PercentChange, EffectChangeSpeed::OnSlider_PercentChange)"
effects/ChangeSpeed.cpp,Effects,callbacks_events,\bEVT_,59,"EVT_CHOICE(ID_FromVinyl, EffectChangeSpeed::OnChoice_Vinyl)"
effects/ChangeSpeed.cpp,Effects,callbacks_events,\bEVT_,60,"EVT_CHOICE(ID_ToVinyl, EffectChangeSpeed::OnChoice_Vinyl)"
effects/ChangeSpeed.cpp,Effects,callbacks_events,\bEVT_,61,"EVT_TEXT(ID_ToLength, EffectChangeSpeed::OnTimeCtrl_ToLength)"
